Z,COUNTY
3363,49
3364,49
3362,49
3379,49
3374,49
3373,49
3346,49
3365,49
3352,49
3353,49
3354,49
3355,49
3357,49
3358,49
3360,49
3359,49
3376,49
3378,49
3442,49
3443,49
3441,49
3436,49
3440,49
3438,49
3439,49
3454,49
3455,49
3457,49
3459,49
3461,49
3463,49
3464,49
3462,49
3460,49
3467,49
3465,49
3469,49
3475,49
3435,49
3434,49
3450,49
3445,49
3444,49
3452,49
3446,49
3448,49
3447,49
3449,49
3484,49
3482,49
3478,49
3480,49
3494,49
3486,49
3490,49
3488,49
3487,49
3523,49
2771,49
3524,49
3531,49
2664,49
3491,49
2888,49
2959,49
2960,49
2364,49
2478,49
2661,49
2660,49
2765,49
2717,49
2845,49
3418,49
2242,49
2403,49
2460,49
2464,49
2558,49
2561,49
2607,49
2637,49
2663,49
2659,49
2653,49
2676,49
2677,49
2671,49
2672,49
2694,49
2706,49
2716,49
2734,49
2754,49
2742,49
2760,49
2763,49
2810,49
2840,49
2907,49
2945,49
2982,49
2923,49
2978,49
2979,49
2975,49
2967,49
2954,49
2952,49
2948,49
2956,49
3007,49
3000,49
2997,49
3032,49
3090,49
3097,49
3099,49
3100,49
3104,49
3190,49
3189,49
3217,49
3411,49
3133,49
3137,49
3140,49
3268,49
3271,49
3269,49
3337,49
3336,49
3338,49
3386,49
3414,49
3417,49
3421,49
3400,49
3399,49
3361,49
3377,49
3375,49
3437,49
3451,49
3453,49
2751,49
3029,49
2358,49
2510,49
2512,49
2515,49
2613,49
2632,49
2634,49
2635,49
2654,49
2658,49
2655,49
2692,49
2683,49
2686,49
2745,49
2740,49
2737,49
2752,49
2753,49
2767,49
2762,49
2826,49
2964,49
2963,49
3011,49
3009,49
3025,49
3026,49
3034,49
3041,49
3040,49
3089,49
3196,49
3174,49
3236,49
3226,49
3240,49
3342,49
3406,49
3407,49
3419,49
3422,49
3429,49
3420,49
3425,49
3356,49
2338,49
2281,49
2285,49
2245,49
3265,49
3281,49
3470,49
2438,49
3496,49
3495,49
3489,49
2442,49
3525,49
2643,49
2651,49
3246,49
3254,49
2298,49
3279,49
3493,49
2446,49
2531,49
2540,49
2596,49
2687,49
2786,49
2778,49
2793,49
2808,49
2873,49
2895,49
2943,49
2946,49
3044,49
3043,49
3077,49
3102,49
3123,49
3223,49
3204,49
3202,49
3248,49
3318,49
3433,49
3458,49
3466,49
3474,49
3476,49
3485,49
3481,49
3479,49
3017,49
3251,49
2457,49
2456,49
2333,49
2695,49
2580,49
3231,49
2577,49
2690,49
2439,49
3483,49
2441,49
2455,49
2428,49
2662,49
2657,49
2656,49
2874,49
3113,49
3112,49
3247,49
3343,49
3432,49
3416,49
3415,49
3427,49
3468,49
3472,49
3473,49
3477,49
2516,49
2691,49
2750,49
2822,49
2595,49
2588,49
2587,49
3110,49
3103,49
3105,49
3114,49
3115,49
3120,49
3126,49
3125,49
3181,49
2715,49
2701,49
2633,49
2879,49
3020,49
2797,49
3048,49
3050,49
3244,49
3250,49
3245,49
3259,49
3264,49
3258,49
3249,49
3256,49
3257,49
3253,49
3255,49
3243,49
3242,49
3241,49
3239,49
3267,49
3270,49
3266,49
3275,49
3282,49
3276,49
3277,49
3278,49
3280,49
3287,49
3304,49
3303,49
3302,49
3299,49
3300,49
3293,49
3296,49
3295,49
3298,49
3313,49
3312,49
3330,49
3390,49
3393,49
3396,49
3397,49
3398,49
3423,49
3392,49
3391,49
3327,49
3283,49
3284,49
3286,49
3274,49
3273,49
3157,49
2727,49
2772,49
2777,49
2774,49
3334,49
3381,49
3220,49
3216,49
3218,49
3224,49
3263,49
3260,49
3261,49
3252,49
3317,49
3234,49
2950,49
2917,49
2987,49
2991,49
2965,49
3012,49
2921,49
2922,49
2883,49
2881,49
2798,49
2867,49
2849,49
2287,49
2288,49
2315,49
2289,49
2311,49
2231,49
2302,49
2335,49
2307,49
2306,49
2303,49
2339,49
2341,49
2337,49
2304,49
2309,49
2305,49
2297,49
2299,49
2296,49
2226,49
2229,49
2321,49
2359,49
2352,49
2402,49
2366,49
2368,49
2396,49
2398,49
2401,49
2400,49
2381,49
2388,49
2389,49
2380,49
2343,49
2324,49
2318,49
2319,49
2328,49
2327,49
2282,49
2249,49
2252,49
2250,49
2350,49
2349,49
2348,49
2290,49
2344,49
2346,49
2284,49
2283,49
2280,49
2225,49
2278,49
2228,49
2227,49
2236,49
2244,49
2251,49
2258,49
2407,49
2378,49
2253,49
2240,49
2235,49
3159,49
3081,49
2487,49
2488,49
2489,49
2483,49
2480,49
2449,49
2482,49
2506,49
2356,49
2262,49
2261,49
2263,49
2247,49
2243,49
2274,49
2238,49
2234,49
2233,49
2222,49
2472,49
2611,49
3456,49
3530,49
3498,49
3497,49
3527,49
3526,49
2218,49
2590,49
2591,49
2555,49
2217,49
3528,49
3529,49
3471,49
2269,49
2270,49
2255,49
2259,49
2848,49
2517,49
2720,49
2268,49
2267,49
2265,49
2415,49
2416,49
2414,49
2412,49
2411,49
2404,49
2447,49
2440,49
2444,49
3136,49
3307,49
3309,49
2422,49
2294,49
2291,49
2912,49
3545,49
3544,49
3541,49
3532,49
3536,49
3538,49
3537,49
3535,49
3533,49
3499,49
3501,49
3500,49
3534,49
3502,49
3510,49
3511,49
3512,49
3513,49
3514,49
3539,49
3516,49
3517,49
3515,49
3543,49
3518,49
3519,49
3542,49
3540,49
3520,49
3521,49
3522,49
3505,49
3509,49
3503,49
3506,49
3508,49
3504,49
3546,49
3507,49
