parcel_id,GRIDID
429,101487
430,101487
431,101487
432,101291
433,101291
434,101488
435,101488
436,101488
437,101291
438,101488
439,101488
440,101488
441,101292
442,101292
443,101489
444,101489
445,101489
446,101295
447,101296
448,101492
449,101493
450,101296
451,101296
452,101493
453,101493
454,101297
455,101494
456,101494
457,101297
458,101298
459,101494
460,101495
461,108185
462,108186
463,108185
464,108186
465,108186
466,108186
467,107990
468,108187
469,108186
470,108187
471,108187
472,108382
473,108383
474,108579
475,108383
476,108580
477,108383
478,108384
479,108384
480,108580
481,108581
482,108581
483,107991
484,108187
485,108187
486,108187
487,108188
488,107991
489,107991
490,107992
491,108188
492,108188
493,108188
494,108384
495,108385
496,108581
497,108385
498,108582
499,108385
500,108385
501,108582
502,108386
503,108583
504,108583
505,108579
506,108776
507,108580
508,108580
509,108777
510,108581
511,108581
512,108778
513,108581
514,108581
515,108778
516,108777
517,108974
518,108777
519,108974
520,108974
521,108778
522,108778
523,108778
524,108975
525,108975
526,108975
527,108582
528,108582
529,108779
530,108779
531,108779
532,108583
533,108780
534,108780
535,108583
536,108583
537,108780
538,108779
539,108779
540,108976
541,108976
542,108976
543,108780
544,108977
545,108977
546,108780
547,108977
548,108977
549,108170
550,108170
551,108170
552,108170
553,108170
554,108170
555,108366
556,108367
557,108367
558,108367
559,108564
560,108367
561,108564
562,108171
563,108171
564,108368
565,108171
566,108172
567,108171
568,108172
569,108368
570,108368
571,108565
572,108368
573,108369
574,108565
575,108566
576,108563
577,108564
578,108564
579,108761
580,108761
581,108761
582,108761
583,108565
584,108565
585,108566
586,108762
587,108762
588,108762
589,108762
590,108958
591,108958
592,108958
593,108958
594,108958
595,108958
596,108958
597,108959
598,108959
599,108960
600,108959
601,108959
602,108959
603,108959
604,108172
605,108172
606,108172
607,108173
608,108173
609,108173
610,108369
611,108369
612,108369
613,108370
614,108370
615,108370
616,108370
617,108173
618,108173
619,108173
620,108174
621,108174
622,108174
623,108174
624,108370
625,108370
626,108370
627,108371
628,108371
629,108371
630,108371
631,108566
632,108566
633,108567
634,108566
635,108763
636,108567
637,108764
638,108763
639,108763
640,108764
641,108960
642,108960
643,108961
644,108961
645,108567
646,108567
647,108567
648,108568
649,108568
650,108568
651,108568
652,108764
653,108765
654,108765
655,108764
656,108961
657,108765
658,108961
659,106987
660,106988
661,107184
662,107185
663,107185
664,106988
665,106989
666,106989
667,107185
668,107186
669,107186
670,107184
671,107185
672,107185
673,107381
674,107382
675,107382
676,107185
677,107186
678,107383
679,107382
680,107383
681,107383
682,107578
683,107579
684,107579
685,107775
686,107579
687,107776
688,107579
689,107580
690,107580
691,107776
692,107580
693,107777
694,107775
695,107776
696,107776
697,107972
698,107973
699,107973
700,107776
701,107777
702,107777
703,107973
704,107974
705,107974
706,106989
707,107186
708,107186
709,107383
710,107383
711,107580
712,107187
713,107187
714,107384
715,107581
716,107582
717,107583
718,107580
719,107581
720,107581
721,107581
722,107582
723,107582
724,107582
725,107582
726,107582
727,107583
728,107583
729,107583
730,107777
731,107778
732,107778
733,107974
734,107975
735,107975
736,107778
737,107779
738,107779
739,107975
740,107976
741,107976
742,107779
743,107779
744,107779
745,107976
746,107976
747,107976
748,107780
749,107780
750,107780
751,107977
752,107977
753,107977
754,107192
755,107389
756,107193
757,107390
758,107390
759,107389
760,107586
761,107586
762,107390
763,107587
764,107587
765,107194
766,107391
767,107194
768,107391
769,107392
770,107391
771,107588
772,107588
773,107391
774,107588
775,107588
776,107586
777,107783
778,107587
779,107784
780,107784
781,107783
782,107980
783,107980
784,107784
785,107981
786,107981
787,107588
788,107785
789,107785
790,107588
791,107785
792,107786
793,107785
794,107982
795,107982
796,107785
797,107982
798,107983
799,106993
800,106993
801,106993
802,106993
803,107190
804,107190
805,107190
806,107190
807,107190
808,106994
809,107191
810,106994
811,106994
812,106994
813,107191
814,107388
815,107191
816,107191
817,107191
818,106995
819,106995
820,106995
821,106996
822,106996
823,107192
824,107192
825,107193
826,107192
827,107193
828,106996
829,106997
830,107193
831,107194
832,107194
833,106997
834,106998
835,107194
836,107194
837,107194
838,107387
839,107387
840,107387
841,107387
842,107584
843,107584
844,107584
845,107584
846,107585
847,107388
848,107388
849,107388
850,107389
851,107389
852,107585
853,107585
854,107585
855,107586
856,107586
857,107781
858,107781
859,107781
860,107781
861,107782
862,107781
863,107978
864,107781
865,107978
866,107979
867,107782
868,107782
869,107783
870,107783
871,107783
872,107782
873,107979
874,107783
875,107980
876,107980
877,66611
878,66808
879,66612
880,66809
881,66612
882,66809
883,66613
884,66810
885,66808
886,66809
887,66809
888,66809
889,66810
890,66810
891,66810
892,67007
893,67007
894,66613
895,66613
896,66614
897,66614
898,66810
899,66810
900,66811
901,66811
902,66810
903,67007
904,66811
905,67008
906,67007
907,67008
908,67205
909,67205
910,67205
911,66615
912,66615
913,66812
914,66812
915,66616
916,66616
917,66813
918,66813
919,66812
920,66812
921,67009
922,67009
923,66813
924,66813
925,67009
926,67010
927,67010
928,67009
929,67009
930,67206
931,67206
932,67010
933,67010
934,67207
935,67207
936,67206
937,67206
938,67206
939,67403
940,67207
941,67207
942,67404
943,67404
944,67404
945,57578
946,57775
947,57775
948,57775
949,57972
950,57972
951,57973
952,57973
953,57973
954,64658
955,64659
956,64855
957,64856
958,64856
959,59154
960,59155
961,59351
962,59351
963,59352
964,59155
965,59155
966,59352
967,59352
968,59352
969,59353
970,59548
971,59549
972,59548
973,59549
974,59549
975,59549
976,59549
977,59550
978,59549
979,59549
980,59550
981,63275
982,63276
983,63275
984,63276
985,72380
986,72577
987,72577
988,72381
989,72381
990,72381
991,72382
992,65632
993,65632
994,65829
995,65632
996,65632
997,65632
998,65632
999,65829
1000,65829
1001,65829
1002,65829
1003,66026
1004,66026
1005,66026
1006,66026
1007,65633
1008,65633
1009,65830
1010,65830
1011,65633
1012,65634
1013,65830
1014,65831
1015,65830
1016,65830
1017,66027
1018,66027
1019,65830
1020,65831
1021,66027
1022,66028
1023,65634
1024,65635
1025,65635
1026,65634
1027,65831
1028,65635
1029,65832
1030,65635
1031,65636
1032,65635
1033,65636
1034,65636
1035,65636
1036,65636
1037,65636
1038,65831
1039,65831
1040,65832
1041,65832
1042,66028
1043,66028
1044,66029
1045,66029
1046,65833
1047,65833
1048,65833
1049,65833
1050,66030
1051,66030
1052,66030
1053,66030
1054,66026
1055,66026
1056,66026
1057,66223
1058,66223
1059,66223
1060,66223
1061,66027
1062,66027
1063,66224
1064,66224
1065,66027
1066,66028
1067,66224
1068,66225
1069,66420
1070,66420
1071,66420
1072,66420
1073,66420
1074,66617
1075,66420
1076,66617
1077,66421
1078,66421
1079,66422
1080,66422
1081,66421
1082,66618
1083,66422
1084,66619
1085,66028
1086,66028
1087,66225
1088,66225
1089,66029
1090,66029
1091,66226
1092,66226
1093,66029
1094,66030
1095,66226
1096,66227
1097,66030
1098,66030
1099,66227
1100,66227
1101,66422
1102,66422
1103,66423
1104,66423
1105,66422
1106,66619
1107,66423
1108,66620
1109,66423
1110,66424
1111,66424
1112,66621
1113,66424
1114,66424
1115,66424
1116,66424
1117,66622
1118,66622
1119,66819
1120,66622
1121,66623
1122,66819
1123,66820
1124,66819
1125,67016
1126,67016
1127,66819
1128,66820
1129,67016
1130,67017
1131,66623
1132,66623
1133,66820
1134,66624
1135,66624
1136,66821
1137,66821
1138,66820
1139,67017
1140,67017
1141,66821
1142,66821
1143,67018
1144,67018
1145,67016
1146,67213
1147,67213
1148,67016
1149,67017
1150,67213
1151,67214
1152,67017
1153,67214
1154,67214
1155,67018
1156,67018
1157,67215
1158,67215
1159,67410
1160,67410
1161,67411
1162,67410
1163,67607
1164,67411
1165,67608
1166,67411
1167,67411
1168,67411
1169,67411
1170,67412
1171,67412
1172,67412
1173,67412
1174,66625
1175,66625
1176,66822
1177,66625
1178,66625
1179,66822
1180,66822
1181,66822
1182,67019
1183,67019
1184,66822
1185,66822
1186,67019
1187,67019
1188,66626
1189,66626
1190,66823
1191,66626
1192,66627
1193,66823
1194,66824
1195,66823
1196,66823
1197,67020
1198,67020
1199,66823
1200,66824
1201,67020
1202,67021
1203,67019
1204,67216
1205,67216
1206,67019
1207,67019
1208,67216
1209,67216
1210,67413
1211,67413
1212,67412
1213,67413
1214,67413
1215,67413
1216,67413
1217,67020
1218,67217
1219,67217
1220,67020
1221,67021
1222,67217
1223,67218
1224,67414
1225,67414
1226,67414
1227,67414
1228,67414
1229,67415
1230,67414
1231,67415
1232,66627
1233,66627
1234,66824
1235,66628
1236,66628
1237,66825
1238,66824
1239,66824
1240,67021
1241,66825
1242,66825
1243,67022
1244,67022
1245,66629
1246,66629
1247,66826
1248,66629
1249,66629
1250,66826
1251,66826
1252,66826
1253,67023
1254,66826
1255,66826
1256,67023
1257,67023
1258,67021
1259,67021
1260,67218
1261,67022
1262,67022
1263,67219
1264,67218
1265,67219
1266,67219
1267,67415
1268,67415
1269,67416
1270,67416
1271,67022
1272,67219
1273,67219
1274,67023
1275,67023
1276,67220
1277,67220
1278,67219
1279,67416
1280,67416
1281,67220
1282,67220
1283,67417
1284,67417
1285,66630
1286,66630
1287,66827
1288,66631
1289,66631
1290,66828
1291,66827
1292,66827
1293,67024
1294,66827
1295,66828
1296,67024
1297,67025
1298,66631
1299,66631
1300,66828
1301,66632
1302,66632
1303,66829
1304,66828
1305,66828
1306,67025
1307,66829
1308,66829
1309,67026
1310,67026
1311,67024
1312,67024
1313,67221
1314,67025
1315,67025
1316,67222
1317,67221
1318,67221
1319,67222
1320,67418
1321,67418
1322,67419
1323,67418
1324,67025
1325,67025
1326,67222
1327,67026
1328,67026
1329,67223
1330,67223
1331,67222
1332,67419
1333,67419
1334,67223
1335,67223
1336,67420
1337,67420
1338,65642
1339,65643
1340,65642
1341,65642
1342,65642
1343,65643
1344,65643
1345,65644
1346,65643
1347,65643
1348,65644
1349,65839
1350,65840
1351,65840
1352,66036
1353,65840
1354,66037
1355,65840
1356,65840
1357,65840
1358,66037
1359,65840
1360,66037
1361,65644
1362,65447
1363,65644
1364,65644
1365,65644
1366,65644
1367,65645
1368,65448
1369,65645
1370,65645
1371,65645
1372,65646
1373,65841
1374,65841
1375,65842
1376,66038
1377,66038
1378,66039
1379,65842
1380,65842
1381,65843
1382,66039
1383,66039
1384,66040
1385,66036
1386,66037
1387,66037
1388,66233
1389,66234
1390,66234
1391,66037
1392,66038
1393,66038
1394,66234
1395,66235
1396,66235
1397,66430
1398,66234
1399,66431
1400,66430
1401,66431
1402,66628
1403,66431
1404,66235
1405,66432
1406,66431
1407,66432
1408,66629
1409,66038
1410,66039
1411,66039
1412,66235
1413,66236
1414,66236
1415,66039
1416,66040
1417,66040
1418,66236
1419,66237
1420,66237
1421,66432
1422,66236
1423,66433
1424,66432
1425,66433
1426,66630
1427,66433
1428,66237
1429,66434
1430,66433
1431,66433
1432,66434
1433,65637
1434,65637
1435,65638
1436,65637
1437,65637
1438,65638
1439,65638
1440,65638
1441,65638
1442,65638
1443,65638
1444,65639
1445,65639
1446,65639
1447,65639
1448,65834
1449,65834
1450,65835
1451,65835
1452,66031
1453,66031
1454,66032
1455,66032
1456,65835
1457,65835
1458,65836
1459,65836
1460,66032
1461,66032
1462,66033
1463,66033
1464,65443
1465,65640
1466,65443
1467,65640
1468,65640
1469,65837
1470,65640
1471,65837
1472,65444
1473,65641
1474,65445
1475,65642
1476,65641
1477,65838
1478,65642
1479,65839
1480,65837
1481,65837
1482,65837
1483,65837
1484,66034
1485,66034
1486,66034
1487,66034
1488,65838
1489,65838
1490,65839
1491,65839
1492,66035
1493,66035
1494,66036
1495,66036
1496,66031
1497,66031
1498,66032
1499,66228
1500,66228
1501,66229
1502,66229
1503,66032
1504,66032
1505,66229
1506,66229
1507,66033
1508,66033
1509,66230
1510,66230
1511,66425
1512,66425
1513,66426
1514,66426
1515,66425
1516,66622
1517,66426
1518,66623
1519,66426
1520,66426
1521,66427
1522,66427
1523,66426
1524,66623
1525,66427
1526,66624
1527,66033
1528,66034
1529,66230
1530,66231
1531,66034
1532,66034
1533,66231
1534,66231
1535,66427
1536,66428
1537,66428
1538,66625
1539,66428
1540,66428
1541,66428
1542,66428
1543,66035
1544,66232
1545,66232
1546,66232
1547,66036
1548,66233
1549,66232
1550,66233
1551,66429
1552,66429
1553,66429
1554,66429
1555,66429
1556,66430
1557,66429
1558,66430
1559,67640
1560,67640
1561,67837
1562,67837
1563,67837
1564,67641
1565,67641
1566,67641
1567,67838
1568,67838
1569,67838
1570,68034
1571,68230
1572,68034
1573,68034
1574,68231
1575,68035
1576,68035
1577,68035
1578,68035
1579,68035
1580,68035
1581,68230
1582,68230
1583,68231
1584,68230
1585,68231
1586,68427
1587,68427
1588,68428
1589,68624
1590,68624
1591,68625
1592,68231
1593,68231
1594,68232
1595,68232
1596,68232
1597,68428
1598,68428
1599,68428
1600,68429
1601,68429
1602,68429
1603,68233
1604,68233
1605,68233
1606,68233
1607,68234
1608,68234
1609,67836
1610,67837
1611,68033
1612,68033
1613,68033
1614,68037
1615,68037
1616,68037
1617,67841
1618,68038
1619,68038
1620,55811
1621,55811
1622,53644
1623,53841
1624,51860
1625,51860
1626,51861
1627,51861
1628,51861
1629,51862
1630,51861
1631,51862
1632,52058
1633,52058
1634,52058
1635,52058
1636,52058
1637,52255
1638,52059
1639,52256
1640,46539
1641,46539
1642,46539
1643,46539
1644,46539
1645,46736
1646,46736
1647,46540
1648,46540
1649,46541
1650,46540
1651,46737
1652,46737
1653,46737
1654,46934
1655,55811
1656,55810
1657,55811
1658,51875
1659,52071
1660,52268
1661,52267
1662,52464
1663,53875
1664,53875
1665,57584
1666,57781
1667,57978
1668,56008
1669,56402
1670,49710
1671,49711
1672,67638
1673,67835
1674,67835
1675,67638
1676,67639
1677,67835
1678,67836
1679,67835
1680,68032
1681,67835
1682,68032
1683,68032
1684,68032
1685,68032
1686,68032
1687,67639
1688,67639
1689,67836
1690,67836
1691,67836
1692,69001
1693,69001
1694,69001
1695,69001
1696,69198
1697,69198
1698,69198
1699,69198
1700,69198
1701,69002
1702,69199
1703,69002
1704,69002
1705,69003
1706,69199
1707,69199
1708,69199
1709,69199
1710,69200
1711,69003
1712,69003
1713,69003
1714,69003
1715,68807
1716,68807
1717,69004
1718,69004
1719,69004
1720,69200
1721,69200
1722,69200
1723,69200
1724,69200
1725,69201
1726,69201
1727,69201
1728,69201
1729,69201
1730,69395
1731,69395
1732,69395
1733,69395
1734,69396
1735,69396
1736,69396
1737,69396
1738,69396
1739,69592
1740,69592
1741,69592
1742,69592
1743,69592
1744,69593
1745,69593
1746,69593
1747,69593
1748,69593
1749,69397
1750,69397
1751,69397
1752,69397
1753,69594
1754,69594
1755,69594
1756,69594
1757,69594
1758,69398
1759,69398
1760,69398
1761,69398
1762,69398
1763,69595
1764,69595
1765,69595
1766,69595
1767,69595
1768,68808
1769,68808
1770,69005
1771,69005
1772,68809
1773,69006
1774,68809
1775,69006
1776,69006
1777,69202
1778,69202
1779,69202
1780,69202
1781,69202
1782,69203
1783,69203
1784,69203
1785,69203
1786,69203
1787,69007
1788,69007
1789,69007
1790,69007
1791,69008
1792,69008
1793,68811
1794,69008
1795,69008
1796,69204
1797,69204
1798,69204
1799,69204
1800,69204
1801,69205
1802,69205
1803,69205
1804,69205
1805,69205
1806,69399
1807,69399
1808,69399
1809,69399
1810,69400
1811,69400
1812,69400
1813,69400
1814,69400
1815,69596
1816,69596
1817,69596
1818,69596
1819,69596
1820,69597
1821,69597
1822,69597
1823,69597
1824,69597
1825,69401
1826,69401
1827,69401
1828,69401
1829,69401
1830,69598
1831,69598
1832,69598
1833,69598
1834,69598
1835,69402
1836,69402
1837,69402
1838,69402
1839,69403
1840,69599
1841,69599
1842,69599
1843,69599
1844,69600
1845,53053
1846,53054
1847,53250
1848,53251
1849,53054
1850,53054
1851,53251
1852,53251
1853,53250
1854,53250
1855,53447
1856,53447
1857,53251
1858,53251
1859,53448
1860,53448
1861,53448
1862,68811
1863,68811
1864,68812
1865,68813
1866,68813
1867,68814
1868,68618
1869,72378
1870,72378
1871,72575
1872,72575
1873,72379
1874,72379
1875,72576
1876,72576
1877,68413
1878,68413
1879,68610
1880,68610
1881,68610
1882,68414
1883,68414
1884,68415
1885,68611
1886,68611
1887,68612
1888,67623
1889,67820
1890,67820
1891,67623
1892,67624
1893,67820
1894,67821
1895,67820
1896,68017
1897,67821
1898,68018
1899,68017
1900,68017
1901,68018
1902,68018
1903,67624
1904,67821
1905,67821
1906,67625
1907,67625
1908,67822
1909,67822
1910,67821
1911,68018
1912,67822
1913,68019
1914,68018
1915,68018
1916,68019
1917,68019
1918,64061
1919,64061
1920,64061
1921,64061
1922,64061
1923,64061
1924,64061
1925,64062
1926,64062
1927,64062
1928,64063
1929,64063
1930,64063
1931,64063
1932,64258
1933,64258
1934,64258
1935,64258
1936,64455
1937,64258
1938,64455
1939,64259
1940,64259
1941,64260
1942,64260
1943,64259
1944,64456
1945,64457
1946,64457
1947,63469
1948,63469
1949,63666
1950,63470
1951,63470
1952,63667
1953,63667
1954,63666
1955,63667
1956,63667
1957,63864
1958,63864
1959,63864
1960,63864
1961,63471
1962,63471
1963,63668
1964,63471
1965,63472
1966,63471
1967,63472
1968,63668
1969,63668
1970,63668
1971,63865
1972,63865
1973,63668
1974,63865
1975,63472
1976,63472
1977,63473
1978,63080
1979,63277
1980,63276
1981,67839
1982,67839
1983,67840
1984,67840
1985,68036
1986,68036
1987,68036
1988,68036
1989,53433
1990,53433
1991,53433
1992,53433
1993,53434
1994,53434
1995,53434
1996,53435
1997,53435
1998,53435
1999,53435
2000,53436
2001,53436
2002,53436
2003,53437
2004,53437
2005,53437
2006,53437
2007,53438
2008,51857
2009,51857
2010,51857
2011,51857
2012,52054
2013,51858
2014,51858
2015,51858
2016,51858
2017,52055
2018,52054
2019,52054
2020,52251
2021,52251
2022,52251
2023,52055
2024,52055
2025,52055
2026,52251
2027,52252
2028,52252
2029,51859
2030,51859
2031,51859
2032,52056
2033,52056
2034,51859
2035,51860
2036,52056
2037,52057
2038,52057
2039,52056
2040,52056
2041,52253
2042,52253
2043,52253
2044,52057
2045,52254
2046,52254
2047,52057
2048,52254
2049,52254
2050,47969
2051,47970
2052,68806
2053,68807
2054,68808
2055,68808
2056,69803
2057,69803
2058,69804
2059,69804
2060,69804
2061,70000
2062,70000
2063,70001
2064,70001
2065,70001
2066,69805
2067,69805
2068,69805
2069,70002
2070,70002
2071,69805
2072,69806
2073,69806
2074,70002
2075,70003
2076,70003
2077,70000
2078,70197
2079,70198
2080,70001
2081,70198
2082,70197
2083,70197
2084,70198
2085,70395
2086,70395
2087,70002
2088,70199
2089,70002
2090,70003
2091,70200
2092,70199
2093,70198
2094,70199
2095,70199
2096,70200
2097,70200
2098,70394
2099,70395
2100,70591
2101,70592
2102,70591
2103,70592
2104,70788
2105,70789
2106,70395
2107,70396
2108,70592
2109,70592
2110,70593
2111,70396
2112,70397
2113,70593
2114,70397
2115,70594
2116,70592
2117,70593
2118,70789
2119,70789
2120,70790
2121,70593
2122,70594
2123,70790
2124,70790
2125,70791
2126,69803
2127,69803
2128,70000
2129,53433
2130,53435
2131,53436
2132,53437
2133,53630
2134,53630
2135,53827
2136,53631
2137,53828
2138,53828
2139,53828
2140,53829
2141,53829
2142,53830
2143,53830
2144,53830
2145,53831
2146,53831
2147,53831
2148,66657
2149,66657
2150,66657
2151,66658
2152,66658
2153,67051
2154,67051
2155,67052
2156,67052
2157,54235
2158,54235
2159,54432
2160,54236
2161,54236
2162,54433
2163,54433
2164,66266
2165,66267
2166,66464
2167,59154
2168,59350
2169,59351
2170,59350
2171,59350
2172,59351
2173,59547
2174,59547
2175,59547
2176,59547
2177,59548
2178,59547
2179,59548
2180,67048
2181,67049
2182,60135
2183,60135
2184,59939
2185,60136
2186,60136
2187,48160
2188,48357
2189,48357
2190,48357
2191,48554
2192,59152
2193,59349
2194,59349
2195,59153
2196,59350
2197,59350
2198,59349
2199,59546
2200,59546
2201,59349
2202,59546
2203,59546
2204,71163
2205,71163
2206,71163
2207,71163
2208,67432
2209,67432
2210,67629
2211,67432
2212,67432
2213,67629
2214,67433
2215,67433
2216,67433
2217,67433
2218,67630
2219,67433
2220,67630
2221,53442
2222,53443
2223,53443
2224,71555
2225,71753
2226,71556
2227,71753
2228,71753
2229,71754
2230,71754
2231,71754
2232,71754
2233,71754
2234,71754
2235,49918
2236,50115
2237,102105
2238,102106
2239,102302
2240,102302
2241,102303
2242,102681
2243,102682
2244,102682
2245,96771
2246,96968
2247,96968
2248,96771
2249,96772
2250,96968
2251,96969
2252,96968
2253,97165
2254,96969
2255,97166
2256,97165
2257,97165
2258,97166
2259,97166
2260,106609
2261,106610
2262,102891
2263,103088
2264,103088
2265,66649
2266,66649
2267,66846
2268,66649
2269,66649
2270,66649
2271,66649
2272,66846
2273,66846
2274,66846
2275,67043
2276,67043
2277,67043
2278,67043
2279,66650
2280,66650
2281,66650
2282,66650
2283,66651
2284,66650
2285,66651
2286,66847
2287,66847
2288,66847
2289,66848
2290,67044
2291,67044
2292,67044
2293,67045
2294,66651
2295,66651
2296,66651
2297,66652
2298,66652
2299,66652
2300,66652
2301,66848
2302,66848
2303,66849
2304,66849
2305,67045
2306,67045
2307,67046
2308,67046
2309,66653
2310,66653
2311,66653
2312,66653
2313,66653
2314,66653
2315,66653
2316,66850
2317,66850
2318,67047
2319,67047
2320,66850
2321,66851
2322,67047
2323,67048
2324,73170
2325,73171
2326,73171
2327,73171
2328,73171
2329,73172
2330,73172
2331,104857
2332,104857
2333,104661
2334,96610
2335,96807
2336,96807
2337,96611
2338,96611
2339,96808
2340,96808
2341,96807
2342,96808
2343,96808
2344,97004
2345,97004
2346,97005
2347,97005
2348,102877
2349,102878
2350,102878
2351,106465
2352,106465
2353,106466
2354,103676
2355,103677
2356,96023
2357,96023
2358,106031
2359,106031
2360,106815
2361,107012
2362,107012
2363,106816
2364,107013
2365,107013
2366,71659
2367,71855
2368,68894
2369,68894
2370,69091
2371,69091
2372,47723
2373,47724
2374,83227
2375,83227
2376,83424
2377,83228
2378,83228
2379,83229
2380,83426
2381,96407
2382,96407
2383,96407
2384,44805
2385,44805
2386,44805
2387,44806
2388,44608
2389,44608
2390,44608
2391,44609
2392,44609
2393,44411
2394,44411
2395,44411
2396,44411
2397,44411
2398,44411
2399,44412
2400,44412
2401,44413
2402,44412
2403,44412
2404,44412
2405,48708
2406,48708
2407,50091
2408,50092
2409,50092
2410,50117
2411,50314
2412,50118
2413,50315
2414,49715
2415,49715
2416,49716
2417,49715
2418,49912
2419,49716
2420,49913
2421,49716
2422,49717
2423,49121
2424,49121
2425,49121
2426,49121
2427,51276
2428,51277
2429,51079
2430,51080
2431,51080
2432,51081
2433,51081
2434,51079
2435,50883
2436,50883
2437,51080
2438,51081
2439,51278
2440,51279
2441,51865
2442,51866
2443,52063
2444,51867
2445,52064
2446,52453
2447,52453
2448,52257
2449,52454
2450,51863
2451,51863
2452,52063
2453,52260
2454,52260
2455,52453
2456,52650
2457,52650
2458,51869
2459,51869
2460,51277
2461,51278
2462,51279
2463,51470
2464,51470
2465,51471
2466,51471
2467,51078
2468,51275
2469,51471
2470,51275
2471,51472
2472,50882
2473,51079
2474,51275
2475,51276
2476,51275
2477,51276
2478,51472
2479,51276
2480,51473
2481,51470
2482,51470
2483,51667
2484,51667
2485,51471
2486,51471
2487,51668
2488,51668
2489,51668
2490,51472
2491,51472
2492,51669
2493,51669
2494,51669
2495,51472
