;TAZID,;CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CO_NAME
48,30048,9,27,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
49,30049,0,0,0.0,107,101,0,6,111,73,28,0,0,0,3,0,3,0,0,4,0,BOX ELDER
50,30050,3,10,3.333333333333333,262,1,50,211,681,1,0,11,39,33,133,41,4,0,0,419,0,BOX ELDER
51,30051,6,14,2.333333333333333,83,0,47,36,94,0,0,10,37,25,0,11,0,0,0,11,0,BOX ELDER
52,30052,52,115,2.2115384615384617,1606,0,191,1415,1641,0,0,191,0,0,0,21,1394,0,0,32,3,BOX ELDER
53,30053,250,548,2.192,1277,318,66,893,1330,280,38,5,61,63,350,55,425,0,0,39,14,BOX ELDER
54,30054,145,438,3.0206896551724136,611,54,17,540,646,12,42,16,1,91,226,66,157,0,0,24,11,BOX ELDER
55,30055,170,512,3.011764705882353,223,0,1,222,251,0,0,1,0,3,205,0,14,0,0,18,10,BOX ELDER
56,30056,40,117,2.925,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2,BOX ELDER
57,30057,53,157,2.962264150943396,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,4,BOX ELDER
58,30058,0,0,0.0,73,0,73,0,91,0,0,73,0,0,0,0,0,0,0,18,0,BOX ELDER
59,30059,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
60,30060,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
61,30061,266,892,3.3533834586466167,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,19,13,BOX ELDER
62,30062,210,703,3.347619047619048,14,2,0,12,44,2,0,0,0,0,0,0,12,0,0,18,12,BOX ELDER
63,30063,20,53,2.65,210,0,0,210,215,0,0,0,0,0,210,0,0,0,0,4,1,BOX ELDER
64,30064,230,770,3.347826086956522,135,73,0,62,168,0,73,0,0,0,0,42,20,0,0,20,13,BOX ELDER
65,30065,284,760,2.676056338028169,68,41,0,27,110,41,0,0,0,0,5,1,21,0,0,25,17,BOX ELDER
66,30066,142,297,2.091549295774648,114,72,0,42,141,51,21,0,0,0,0,7,35,0,0,16,11,BOX ELDER
67,30067,141,424,3.00709219858156,122,83,0,39,147,83,0,0,0,3,0,1,35,0,0,15,10,BOX ELDER
68,30068,177,530,2.994350282485876,38,0,1,37,66,0,0,0,1,0,0,21,16,0,0,16,12,BOX ELDER
69,30069,30,90,3.0,20,0,0,20,24,0,0,0,0,0,0,0,20,0,0,3,1,BOX ELDER
70,30070,107,223,2.0841121495327104,23,0,0,23,37,0,0,0,0,8,0,1,14,0,0,8,6,BOX ELDER
71,30071,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
72,30072,95,287,3.0210526315789474,80,2,4,74,94,2,0,0,4,0,0,4,70,0,0,8,6,BOX ELDER
73,30073,3,11,3.6666666666666665,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,BOX ELDER
74,30074,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
75,30075,137,457,3.335766423357664,157,18,0,139,179,5,13,0,0,0,43,82,14,0,0,14,8,BOX ELDER
76,30076,90,301,3.344444444444445,7,0,0,7,18,0,0,0,0,0,0,5,2,0,0,7,4,BOX ELDER
77,30077,80,267,3.3375,709,0,33,676,740,0,0,33,0,1,164,503,8,0,0,22,9,BOX ELDER
78,30078,437,1136,2.59954233409611,172,99,2,71,242,65,34,0,2,1,0,9,61,0,0,42,28,BOX ELDER
79,30079,42,109,2.595238095238096,341,164,0,177,355,60,104,0,0,14,60,83,20,0,0,10,4,BOX ELDER
80,30080,167,432,2.586826347305389,272,110,0,162,298,29,81,0,0,22,124,0,16,0,0,16,10,BOX ELDER
81,30081,24,50,2.083333333333333,155,0,0,155,169,0,0,0,0,0,60,0,95,0,0,10,4,BOX ELDER
82,30082,350,732,2.091428571428572,373,117,11,245,439,50,67,3,8,47,16,61,121,0,0,41,25,BOX ELDER
83,30083,0,0,0.0,193,182,0,11,196,75,107,0,0,0,0,0,11,0,0,3,0,BOX ELDER
84,30084,0,0,0.0,233,129,4,100,236,87,42,0,4,6,69,11,14,0,0,3,0,BOX ELDER
85,30085,43,138,3.2093023255813957,132,3,20,109,139,3,0,0,20,5,0,64,40,0,0,5,2,BOX ELDER
86,30086,1,3,3.0,68,68,0,0,68,42,26,0,0,0,0,0,0,0,0,0,0,BOX ELDER
87,30087,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
88,30088,3,10,3.333333333333333,0,0,0,0,29,0,0,0,0,0,0,0,0,29,0,0,0,BOX ELDER
89,30089,70,223,3.185714285714285,315,271,9,35,324,3,268,0,9,0,0,0,35,0,0,7,2,BOX ELDER
90,30090,56,177,3.1607142857142856,842,595,18,229,860,507,88,18,0,166,55,0,8,0,0,15,3,BOX ELDER
91,30091,211,674,3.1943127962085307,148,0,4,144,180,0,0,0,4,121,0,2,21,0,0,19,13,BOX ELDER
92,30092,220,703,3.1954545454545453,66,0,9,57,94,0,0,7,2,11,0,17,29,0,0,16,12,BOX ELDER
93,30093,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
94,30094,22,75,3.409090909090909,10,0,9,1,13,0,0,0,9,1,0,0,0,0,0,2,1,BOX ELDER
95,30095,259,874,3.3745173745173744,124,50,3,71,162,0,50,0,3,5,12,24,30,0,0,23,15,BOX ELDER
96,30096,257,820,3.190661478599222,48,33,0,15,91,16,17,0,0,0,0,9,6,0,0,25,18,BOX ELDER
97,30097,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
98,30098,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
99,30099,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
100,30100,21,59,2.8095238095238093,2,0,0,2,5,0,0,0,0,0,0,2,0,0,0,2,1,BOX ELDER
101,30101,470,1326,2.821276595744681,110,16,9,85,188,2,14,0,9,5,18,22,40,0,12,39,27,BOX ELDER
102,30102,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
103,30103,233,658,2.8240343347639487,13,0,9,4,43,0,0,0,9,0,0,2,2,0,0,18,12,BOX ELDER
104,30104,70,198,2.8285714285714287,126,0,2,124,137,0,0,2,0,0,124,0,0,0,0,7,4,BOX ELDER
105,30105,29,77,2.655172413793104,10,6,0,4,15,0,6,0,0,0,0,0,4,0,0,3,2,BOX ELDER
106,30106,8,21,2.625,10,10,0,0,545,10,0,0,0,0,0,0,0,532,0,2,1,BOX ELDER
107,30107,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
108,30108,10,27,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
109,30109,0,0,0.0,14,0,0,14,14,0,0,0,0,0,14,0,0,0,0,0,0,BOX ELDER
110,30110,2,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
111,30111,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
112,30112,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
113,30113,27,71,2.6296296296296298,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,1,BOX ELDER
114,30114,34,95,2.794117647058824,2,0,2,0,7,0,0,0,2,0,0,0,0,0,0,3,2,BOX ELDER
115,30115,0,0,0.0,58,58,0,0,59,58,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
116,30116,0,0,0.0,39,0,39,0,39,0,0,39,0,0,0,0,0,0,0,0,0,BOX ELDER
117,30117,21,56,2.6666666666666665,23,23,0,0,47,22,1,0,0,0,0,0,0,0,0,23,1,BOX ELDER
118,30118,4,12,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
119,30119,0,0,0.0,38,0,0,38,39,0,0,0,0,0,38,0,0,0,0,1,0,BOX ELDER
120,30120,24,64,2.6666666666666665,4,2,0,2,24,2,0,0,0,0,0,0,2,0,0,19,1,BOX ELDER
121,30121,50,133,2.66,4,0,2,2,19,0,0,0,2,0,0,0,2,0,9,4,2,BOX ELDER
122,30122,16,43,2.6875,2,0,2,0,4,0,0,2,0,0,0,0,0,0,0,1,1,BOX ELDER
123,30123,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
124,30124,76,202,2.6578947368421053,2,0,0,2,13,0,0,0,0,0,0,0,2,0,0,7,4,BOX ELDER
125,30125,67,178,2.656716417910448,73,0,0,73,84,0,0,0,0,14,59,0,0,0,0,7,4,BOX ELDER
126,30126,194,537,2.768041237113402,9,0,8,1,37,0,0,6,2,0,0,1,0,0,0,16,12,BOX ELDER
127,30127,22,59,2.6818181818181817,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,7,BOX ELDER
128,30128,89,237,2.662921348314607,11,0,9,2,19,0,0,0,9,0,0,0,2,0,0,5,3,BOX ELDER
129,30129,73,195,2.671232876712329,2,0,0,2,4,0,0,0,0,2,0,0,0,0,0,1,1,BOX ELDER
130,30130,50,138,2.76,1,0,1,0,11,0,0,1,0,0,0,0,0,0,0,6,4,BOX ELDER
131,30131,121,335,2.768595041322314,3,0,2,1,12,0,0,2,0,0,0,0,1,0,0,5,4,BOX ELDER
132,30132,36,98,2.7222222222222223,4,1,3,0,154,1,0,3,0,0,0,0,0,145,0,3,2,BOX ELDER
133,30133,187,498,2.663101604278075,7,0,0,7,31,0,0,0,0,3,0,0,4,0,0,14,10,BOX ELDER
134,30134,2,5,2.5,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0,BOX ELDER
135,30135,7,17,2.4285714285714284,7,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,BOX ELDER
136,30136,165,457,2.769696969696969,42,9,9,24,66,9,0,0,9,11,0,0,13,0,0,14,10,BOX ELDER
137,30137,4,11,2.75,52,0,52,0,53,0,0,0,52,0,0,0,0,0,0,1,0,BOX ELDER
138,30138,163,436,2.6748466257668717,63,0,11,52,94,0,0,11,0,33,0,3,16,0,0,21,10,BOX ELDER
139,30139,44,123,2.7954545454545454,14,0,0,14,58,0,0,0,0,0,14,0,0,0,38,4,2,BOX ELDER
140,30140,3,8,2.6666666666666665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
141,30141,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
142,30142,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
143,30143,61,163,2.672131147540984,115,39,76,0,170,39,0,13,63,0,0,0,0,0,0,51,4,BOX ELDER
144,30144,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
145,30145,16,38,2.375,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,BOX ELDER
146,30146,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
147,30147,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
148,30148,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
149,30149,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
150,30150,486,1764,3.6296296296296298,161,58,5,98,217,29,29,1,4,11,51,10,26,0,0,33,23,BOX ELDER
151,30151,36,129,3.583333333333333,23,0,23,0,26,0,0,23,0,0,0,0,0,0,0,2,1,BOX ELDER
152,30152,3,9,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
153,30153,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
