;TAZID,;CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CO_NAME
59,30059,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
60,30060,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
61,30061,292,927,3.1746575342465757,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,21,15,BOX ELDER
62,30062,206,646,3.1739130434782608,15,2,0,13,48,2,0,0,0,0,0,0,13,0,0,20,13,BOX ELDER
63,30063,22,55,2.5,219,0,0,219,225,0,0,0,0,0,219,0,0,0,0,5,1,BOX ELDER
64,30064,240,763,3.1706349206349205,140,73,0,67,178,0,73,0,0,0,0,46,21,0,0,23,15,BOX ELDER
65,30065,288,706,2.532051282051282,73,44,0,29,120,44,0,0,0,0,5,1,23,0,0,28,19,BOX ELDER
66,30066,156,308,1.9743589743589745,120,75,0,45,150,54,21,0,0,0,0,7,38,0,0,18,12,BOX ELDER
67,30067,131,356,2.838709677419355,130,88,0,42,158,88,0,0,0,3,0,1,38,0,0,17,11,BOX ELDER
68,30068,193,551,2.854922279792746,41,0,1,40,72,0,0,0,1,0,0,23,17,0,0,18,13,BOX ELDER
69,30069,33,94,2.8484848484848486,21,0,0,21,25,0,0,0,0,0,0,0,21,0,0,3,1,BOX ELDER
70,30070,117,232,1.982905982905983,24,0,0,24,39,0,0,0,0,8,0,1,15,0,0,9,6,BOX ELDER
71,30071,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
72,30072,93,262,2.8380952380952382,85,2,4,79,100,2,0,0,4,0,0,4,75,0,0,9,6,BOX ELDER
73,30073,4,12,3.0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,BOX ELDER
74,30074,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
75,30075,150,475,3.1666666666666665,169,18,0,151,193,5,13,0,0,0,45,91,15,0,0,16,8,BOX ELDER
76,30076,99,312,3.1515151515151514,7,0,0,7,19,0,0,0,0,0,0,5,2,0,0,7,5,BOX ELDER
77,30077,76,241,3.147727272727273,770,0,36,734,805,0,0,36,0,1,172,552,9,0,0,25,10,BOX ELDER
78,30078,455,1096,2.463465553235908,182,103,2,77,260,69,34,0,2,1,0,10,66,0,0,47,31,BOX ELDER
79,30079,46,114,2.4782608695652173,358,168,0,190,375,64,104,0,0,14,63,92,21,0,0,12,5,BOX ELDER
80,30080,171,413,2.453551912568306,280,111,0,169,309,30,81,0,0,22,130,0,17,0,0,18,11,BOX ELDER
81,30081,27,52,1.9259259259259256,165,0,0,165,181,0,0,0,0,0,63,0,102,0,0,11,5,BOX ELDER
82,30082,383,760,1.9843342036553524,392,119,12,261,466,53,66,4,8,48,16,68,129,0,0,46,28,BOX ELDER
83,30083,0,0,0.0,198,186,0,12,201,79,107,0,0,0,0,0,12,0,0,3,0,BOX ELDER
84,30084,0,0,0.0,243,134,4,105,246,92,42,0,4,6,71,13,15,0,0,3,0,BOX ELDER
85,30085,47,143,3.042553191489361,144,3,22,119,152,3,0,0,22,5,0,71,43,0,0,6,2,BOX ELDER
86,30086,1,3,3.0,71,71,0,0,71,45,26,0,0,0,0,0,0,0,0,0,0,BOX ELDER
87,30087,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
88,30088,4,11,2.75,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0,BOX ELDER
89,30089,77,232,3.012987012987013,320,271,11,38,330,3,268,0,11,0,0,0,38,0,0,8,2,BOX ELDER
90,30090,61,184,3.0163934426229506,876,624,19,233,897,536,88,19,0,167,57,0,9,0,0,17,4,BOX ELDER
91,30091,231,700,3.0303030303030303,151,0,4,147,188,0,0,0,4,122,0,2,23,0,0,22,15,BOX ELDER
92,30092,241,730,3.029045643153527,71,0,10,61,102,0,0,8,2,11,0,19,31,0,0,18,13,BOX ELDER
93,30093,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
94,30094,24,78,3.25,11,0,10,1,14,0,0,0,10,1,0,0,0,0,0,2,1,BOX ELDER
95,30095,284,908,3.197183098591549,128,50,3,75,171,0,50,0,3,5,12,26,32,0,0,26,17,BOX ELDER
96,30096,281,851,3.02846975088968,51,34,0,17,100,17,17,0,0,0,0,10,7,0,0,28,21,BOX ELDER
97,30097,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
98,30098,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
99,30099,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
100,30100,23,62,2.6956521739130435,2,0,0,2,5,0,0,0,0,0,0,2,0,0,0,2,1,BOX ELDER
101,30101,515,1377,2.67378640776699,118,16,11,91,202,2,14,0,11,5,19,24,43,0,11,43,30,BOX ELDER
102,30102,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
103,30103,256,683,2.66796875,14,0,10,4,47,0,0,0,10,0,0,2,2,0,0,20,13,BOX ELDER
104,30104,77,205,2.6623376623376624,132,0,2,130,145,0,0,2,0,0,130,0,0,0,0,8,5,BOX ELDER
105,30105,32,80,2.5,10,6,0,4,15,0,6,0,0,0,0,0,4,0,0,3,2,BOX ELDER
106,30106,9,22,2.4444444444444446,10,10,0,0,537,10,0,0,0,0,0,0,0,524,0,2,1,BOX ELDER
107,30107,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
108,30108,119,352,2.5454545454545454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
109,30109,0,0,0.0,14,0,0,14,14,0,0,0,0,0,14,0,0,0,0,0,0,BOX ELDER
110,30110,2,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
111,30111,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
112,30112,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
113,30113,29,73,2.5172413793103448,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,1,BOX ELDER
114,30114,38,99,2.6052631578947367,2,0,2,0,7,0,0,0,2,0,0,0,0,0,0,3,2,BOX ELDER
115,30115,0,0,0.0,62,62,0,0,63,62,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
116,30116,0,0,0.0,41,0,41,0,41,0,0,41,0,0,0,0,0,0,0,0,0,BOX ELDER
117,30117,23,58,2.5217391304347827,24,24,0,0,51,23,1,0,0,0,0,0,0,0,0,26,1,BOX ELDER
118,30118,5,13,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
119,30119,48,168,0.0,40,0,0,40,41,0,0,0,0,0,40,0,0,0,0,1,0,BOX ELDER
120,30120,27,67,2.4814814814814814,4,2,0,2,26,2,0,0,0,0,0,0,2,0,0,21,1,BOX ELDER
121,30121,55,138,2.5090909090909093,4,0,2,2,18,0,0,0,2,0,0,0,2,0,8,4,2,BOX ELDER
122,30122,17,45,2.647058823529412,2,0,2,0,5,0,0,2,0,0,0,0,0,0,0,2,1,BOX ELDER
123,30123,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
124,30124,131,377,2.5180722891566263,2,0,0,2,14,0,0,0,0,0,0,0,2,0,0,7,5,BOX ELDER
125,30125,73,185,2.5342465753424657,76,0,0,76,88,0,0,0,0,14,62,0,0,0,0,7,5,BOX ELDER
126,30126,213,558,2.619718309859155,10,0,9,1,41,0,0,7,2,0,0,1,0,0,0,18,13,BOX ELDER
127,30127,72,230,2.583333333333333,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10,7,BOX ELDER
128,30128,97,247,2.5463917525773194,13,0,11,2,23,0,0,0,11,0,0,0,2,0,0,6,4,BOX ELDER
129,30129,80,203,2.5375,2,0,0,2,4,0,0,0,0,2,0,0,0,0,0,1,1,BOX ELDER
130,30130,55,143,2.6,1,0,1,0,13,0,0,1,0,0,0,0,0,0,0,7,5,BOX ELDER
131,30131,133,348,2.6165413533834587,3,0,2,1,14,0,0,2,0,0,0,0,1,0,0,6,5,BOX ELDER
132,30132,39,102,2.6153846153846154,5,1,4,0,153,1,0,4,0,0,0,0,0,143,0,3,2,BOX ELDER
133,30133,252,686,2.5392156862745097,7,0,0,7,34,0,0,0,0,3,0,0,4,0,0,16,11,BOX ELDER
134,30134,2,5,2.5,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0,BOX ELDER
135,30135,7,18,2.571428571428572,7,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,BOX ELDER
136,30136,229,643,2.624309392265193,45,9,11,25,72,9,0,0,11,11,0,0,14,0,0,16,11,BOX ELDER
137,30137,5,12,2.4,58,0,58,0,59,0,0,0,58,0,0,0,0,0,0,1,0,BOX ELDER
138,30138,227,621,2.53072625698324,65,0,12,53,99,0,0,12,0,33,0,3,17,0,0,23,11,BOX ELDER
139,30139,97,296,2.6122448979591835,14,0,0,14,56,0,0,0,0,0,14,0,0,0,36,4,2,BOX ELDER
140,30140,4,9,2.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
141,30141,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
142,30142,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
143,30143,67,169,2.5223880597014925,126,42,84,0,189,42,0,14,70,0,0,0,0,0,0,58,5,BOX ELDER
144,30144,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
145,30145,17,39,2.294117647058824,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,BOX ELDER
146,30146,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
147,30147,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
148,30148,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
149,30149,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
150,30150,533,1832,3.437148217636022,167,59,5,103,229,30,29,1,4,11,53,11,28,0,0,37,25,BOX ELDER
151,30151,39,134,3.435897435897436,24,0,24,0,27,0,0,24,0,0,0,0,0,0,0,2,1,BOX ELDER
152,30152,4,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
153,30153,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
