;TAZID,;CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CO_NAME
21,30021,0,0,0.0,416,0,416,0,422,0,0,374,42,0,0,0,0,0,0,6,0,BOX ELDER
22,30022,3,7,2.333333333333333,9,0,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0,BOX ELDER
23,30023,4,11,2.75,51,0,51,0,52,0,0,22,29,0,0,0,0,0,0,1,0,BOX ELDER
24,30024,160,472,2.95,2,0,0,2,18,0,0,0,0,0,0,1,1,0,0,10,6,BOX ELDER
25,30025,321,928,2.961432506887052,144,5,2,137,200,5,0,0,2,1,114,18,4,0,0,33,23,BOX ELDER
26,30026,203,468,2.510204081632653,202,21,33,148,238,20,1,13,20,0,51,77,20,0,0,22,14,BOX ELDER
27,30027,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
28,30028,1,3,3.0,76,0,76,0,81,0,0,76,0,0,0,0,0,0,0,5,0,BOX ELDER
29,30029,258,728,2.835125448028674,2,0,2,0,30,0,0,0,2,0,0,0,0,0,0,16,12,BOX ELDER
30,30030,307,573,2.0630372492836675,104,14,9,81,164,14,0,0,9,42,0,30,9,0,0,35,25,BOX ELDER
31,30031,243,508,2.162878787878788,232,77,77,78,271,5,72,77,0,40,0,0,38,0,0,23,16,BOX ELDER
32,30032,93,192,2.511111111111111,2,0,2,0,22,0,0,0,2,0,0,0,0,0,0,11,9,BOX ELDER
33,30033,154,276,2.1581632653061225,16,0,15,1,41,0,0,0,15,1,0,0,0,0,0,15,10,BOX ELDER
34,30034,199,459,2.5145228215767634,20,2,13,5,53,2,0,13,0,5,0,0,0,0,0,19,14,BOX ELDER
35,30035,295,635,2.320474777448071,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,28,21,BOX ELDER
36,30036,94,212,2.25531914893617,9,0,9,0,24,0,0,2,7,0,0,0,0,0,0,9,6,BOX ELDER
37,30037,0,0,0.0,143,0,131,12,143,0,0,0,131,0,0,0,12,0,0,0,0,BOX ELDER
38,30038,0,0,0.0,1413,0,1387,26,1673,0,0,1387,0,0,23,3,0,0,0,260,0,BOX ELDER
39,30039,72,204,2.833333333333333,148,18,0,130,161,18,0,0,0,0,0,3,127,0,0,9,4,BOX ELDER
40,30040,309,579,2.068376068376069,294,42,23,229,363,40,2,0,23,60,88,26,55,0,0,42,27,BOX ELDER
41,30041,130,270,2.076923076923077,370,227,0,143,396,227,0,0,0,12,0,24,107,0,0,17,9,BOX ELDER
42,30042,79,163,2.0632911392405062,78,0,0,78,91,0,0,0,0,3,0,0,75,0,0,8,5,BOX ELDER
43,30043,190,391,2.3189655172413794,85,0,2,83,120,0,0,0,2,0,42,41,0,0,0,21,14,BOX ELDER
44,30044,99,260,2.691666666666667,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,13,9,BOX ELDER
45,30045,108,291,2.6944444444444446,40,0,0,40,50,0,0,0,0,37,0,3,0,0,0,6,4,BOX ELDER
46,30046,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
47,30047,3,7,2.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
48,30048,10,28,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
49,30049,0,0,0.0,114,108,0,6,118,79,29,0,0,0,3,0,3,0,0,4,0,BOX ELDER
50,30050,4,11,2.75,283,1,56,226,770,1,0,12,44,34,141,47,4,0,0,487,0,BOX ELDER
51,30051,6,15,2.5,91,0,53,38,104,0,0,11,42,26,0,12,0,0,0,13,0,BOX ELDER
52,30052,61,122,2.0,1800,0,211,1589,1841,0,0,211,0,0,0,24,1565,0,0,37,4,BOX ELDER
53,30053,269,522,2.0172413793103448,1396,345,75,976,1458,305,40,6,69,65,370,63,478,0,0,45,17,BOX ELDER
54,30054,148,404,2.763313609467456,661,57,18,586,702,13,44,17,1,94,240,76,176,0,0,28,13,BOX ELDER
55,30055,155,399,2.771573604060914,238,0,1,237,271,0,0,1,0,3,218,0,16,0,0,21,12,BOX ELDER
56,30056,46,124,2.6956521739130435,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,BOX ELDER
57,30057,62,167,2.693548387096774,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,5,BOX ELDER
58,30058,0,0,0.0,81,0,81,0,102,0,0,81,0,0,0,0,0,0,0,21,0,BOX ELDER
59,30059,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
60,30060,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
61,30061,309,951,3.0776699029126213,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,22,16,BOX ELDER
62,30062,201,603,3.08641975308642,16,2,0,14,51,2,0,0,0,0,0,0,14,0,0,21,14,BOX ELDER
63,30063,23,57,2.4782608695652173,222,0,0,222,228,0,0,0,0,0,222,0,0,0,0,5,1,BOX ELDER
64,30064,246,758,3.0749063670411987,145,75,0,70,184,0,75,0,0,0,0,48,22,0,0,23,16,BOX ELDER
65,30065,288,664,2.457575757575757,76,45,0,31,126,45,0,0,0,0,6,1,24,0,0,29,21,BOX ELDER
66,30066,165,316,1.915151515151515,125,77,0,48,157,56,21,0,0,0,0,8,40,0,0,19,13,BOX ELDER
67,30067,122,305,2.756097560975609,134,90,0,44,163,90,0,0,0,3,0,1,40,0,0,17,12,BOX ELDER
68,30068,205,565,2.756097560975609,43,0,1,42,76,0,0,0,1,0,0,24,18,0,0,19,14,BOX ELDER
69,30069,35,96,2.742857142857143,22,0,0,22,26,0,0,0,0,0,0,0,22,0,0,3,1,BOX ELDER
70,30070,124,238,1.9193548387096773,25,0,0,25,41,0,0,0,0,8,0,1,16,0,0,10,6,BOX ELDER
71,30071,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
72,30072,90,243,2.756756756756757,90,2,4,84,106,2,0,0,4,0,0,5,79,0,0,10,6,BOX ELDER
73,30073,4,12,3.0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,BOX ELDER
74,30074,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
75,30075,158,488,3.088607594936709,175,18,0,157,200,5,13,0,0,0,46,95,16,0,0,16,9,BOX ELDER
76,30076,104,321,3.0865384615384617,8,0,0,8,21,0,0,0,0,0,0,6,2,0,0,8,5,BOX ELDER
77,30077,72,222,3.064516129032258,797,0,37,760,833,0,0,37,0,1,174,576,9,0,0,26,10,BOX ELDER
78,30078,465,1064,2.388560157790927,188,106,2,80,270,71,35,0,2,1,0,10,69,0,0,48,34,BOX ELDER
79,30079,49,117,2.3877551020408165,370,173,0,197,387,66,107,0,0,15,64,96,22,0,0,12,5,BOX ELDER
80,30080,172,397,2.383419689119171,287,114,0,173,318,31,83,0,0,23,132,0,18,0,0,19,12,BOX ELDER
81,30081,28,53,1.8928571428571428,171,0,0,171,187,0,0,0,0,0,64,0,107,0,0,11,5,BOX ELDER
82,30082,406,780,1.9211822660098523,409,124,13,272,487,55,69,4,9,49,17,70,136,0,0,48,30,BOX ELDER
83,30083,0,0,0.0,206,193,0,13,209,82,111,0,0,0,0,0,13,0,0,3,0,BOX ELDER
84,30084,0,0,0.0,249,138,4,107,252,95,43,0,4,6,72,13,16,0,0,3,0,BOX ELDER
85,30085,50,147,2.94,149,3,22,124,158,3,0,0,22,5,0,74,45,0,0,6,3,BOX ELDER
86,30086,1,3,3.0,72,72,0,0,72,46,26,0,0,0,0,0,0,0,0,0,0,BOX ELDER
87,30087,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
88,30088,4,11,2.75,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0,BOX ELDER
89,30089,81,238,2.938271604938272,330,279,11,40,342,3,276,0,11,0,0,0,40,0,0,9,3,BOX ELDER
90,30090,64,189,2.953125,900,643,19,238,921,552,91,19,0,171,58,0,9,0,0,17,4,BOX ELDER
91,30091,245,719,2.9346938775510205,155,0,4,151,192,0,0,0,4,125,0,2,24,0,0,22,15,BOX ELDER
92,30092,255,750,2.9411764705882355,74,0,10,64,107,0,0,8,2,12,0,20,32,0,0,19,14,BOX ELDER
93,30093,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
94,30094,26,80,3.076923076923077,11,0,10,1,15,0,0,0,10,1,0,0,0,0,0,3,1,BOX ELDER
95,30095,300,932,3.1066666666666665,133,51,3,79,178,0,51,0,3,5,12,28,34,0,0,27,18,BOX ELDER
96,30096,297,874,2.942760942760943,51,34,0,17,102,17,17,0,0,0,0,10,7,0,0,29,22,BOX ELDER
97,30097,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
98,30098,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
99,30099,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
100,30100,24,63,2.625,2,0,0,2,5,0,0,0,0,0,0,2,0,0,0,2,1,BOX ELDER
101,30101,545,1414,2.5944954128440365,121,16,11,94,211,2,14,0,11,5,19,25,45,0,13,45,32,BOX ELDER
102,30102,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
103,30103,270,702,2.6,14,0,10,4,49,0,0,0,10,0,0,2,2,0,0,21,14,BOX ELDER
104,30104,81,211,2.6049382716049383,134,0,2,132,148,0,0,2,0,0,132,0,0,0,0,9,5,BOX ELDER
105,30105,33,82,2.484848484848485,10,6,0,4,16,0,6,0,0,0,0,0,4,0,0,3,3,BOX ELDER
106,30106,9,23,2.555555555555556,11,11,0,0,537,11,0,0,0,0,0,0,0,523,0,2,1,BOX ELDER
107,30107,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
108,30108,201,595,2.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
109,30109,0,0,0.0,14,0,0,14,14,0,0,0,0,0,14,0,0,0,0,0,0,BOX ELDER
110,30110,3,5,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
111,30111,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
112,30112,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
113,30113,31,75,2.419354838709677,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,1,BOX ELDER
114,30114,40,101,2.525,2,0,2,0,8,0,0,0,2,0,0,0,0,0,0,3,3,BOX ELDER
115,30115,0,0,0.0,63,63,0,0,64,63,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
116,30116,0,0,0.0,43,0,43,0,43,0,0,43,0,0,0,0,0,0,0,0,0,BOX ELDER
117,30117,24,60,2.5,25,25,0,0,53,24,1,0,0,0,0,0,0,0,0,27,1,BOX ELDER
118,30118,5,13,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
119,30119,84,294,0.0,40,0,0,40,41,0,0,0,0,0,40,0,0,0,0,1,0,BOX ELDER
120,30120,28,69,2.4642857142857144,4,2,0,2,27,2,0,0,0,0,0,0,2,0,0,22,1,BOX ELDER
121,30121,58,142,2.4482758620689653,4,0,2,2,21,0,0,0,2,0,0,0,2,0,10,4,3,BOX ELDER
122,30122,18,46,2.555555555555556,2,0,2,0,5,0,0,2,0,0,0,0,0,0,0,2,1,BOX ELDER
123,30123,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
124,30124,172,509,2.4431818181818183,2,0,0,2,15,0,0,0,0,0,0,0,2,0,0,8,5,BOX ELDER
125,30125,77,190,2.467532467532468,77,0,0,77,90,0,0,0,0,15,62,0,0,0,0,8,5,BOX ELDER
126,30126,225,573,2.546666666666667,10,0,9,1,42,0,0,7,2,0,0,1,0,0,0,18,14,BOX ELDER
127,30127,110,357,2.423076923076923,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,8,BOX ELDER
128,30128,103,253,2.4563106796116503,13,0,11,2,23,0,0,0,11,0,0,0,2,0,0,6,4,BOX ELDER
129,30129,85,208,2.447058823529412,2,0,0,2,4,0,0,0,0,2,0,0,0,0,0,1,1,BOX ELDER
130,30130,58,147,2.534482758620689,1,0,1,0,13,0,0,1,0,0,0,0,0,0,0,7,5,BOX ELDER
131,30131,140,357,2.55,3,0,2,1,14,0,0,2,0,0,0,0,1,0,0,6,5,BOX ELDER
132,30132,41,105,2.5609756097560976,5,1,4,0,154,1,0,4,0,0,0,0,0,143,0,3,3,BOX ELDER
133,30133,300,825,2.458333333333333,7,0,0,7,35,0,0,0,0,3,0,0,4,0,0,16,12,BOX ELDER
134,30134,3,5,1.6666666666666667,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0,BOX ELDER
135,30135,8,19,2.375,7,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,BOX ELDER
136,30136,276,782,2.5416666666666665,47,10,11,26,75,10,0,0,11,11,0,0,15,0,0,16,12,BOX ELDER
137,30137,5,12,2.4,59,0,59,0,60,0,0,0,59,0,0,0,0,0,0,1,0,BOX ELDER
138,30138,273,759,2.4603174603174605,68,0,13,55,104,0,0,13,0,34,0,3,18,0,0,24,12,BOX ELDER
139,30139,136,425,2.519230769230769,14,0,0,14,63,0,0,0,0,0,14,0,0,0,42,4,3,BOX ELDER
140,30140,4,9,2.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
141,30141,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
142,30142,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
143,30143,71,173,2.436619718309859,128,43,85,0,193,43,0,14,71,0,0,0,0,0,0,60,5,BOX ELDER
144,30144,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
145,30145,18,40,2.2222222222222223,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,BOX ELDER
146,30146,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
147,30147,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
148,30148,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
149,30149,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
150,30150,564,1881,3.3351063829787235,171,61,5,105,236,31,30,1,4,11,54,11,29,0,0,38,27,BOX ELDER
151,30151,41,137,3.341463414634146,25,0,25,0,29,0,0,25,0,0,0,0,0,0,0,3,1,BOX ELDER
152,30152,4,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
153,30153,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
