;TAZID,;CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CO_NAME
95,30095,273,893,3.271062271062271,127,50,3,74,168,0,50,0,3,5,12,26,31,0,0,25,16,BOX ELDER
96,30096,271,837,3.088560885608856,49,33,0,16,96,16,17,0,0,0,0,9,7,0,0,27,20,BOX ELDER
97,30097,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
98,30098,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
99,30099,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
100,30100,22,61,2.772727272727273,2,0,0,2,5,0,0,0,0,0,0,2,0,0,0,2,1,BOX ELDER
101,30101,496,1355,2.731854838709677,116,16,10,90,198,2,14,0,10,5,19,24,42,0,11,42,29,BOX ELDER
102,30102,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
103,30103,246,672,2.731707317073171,13,0,9,4,45,0,0,0,9,0,0,2,2,0,0,19,13,BOX ELDER
104,30104,74,202,2.72972972972973,130,0,2,128,143,0,0,2,0,0,128,0,0,0,0,8,5,BOX ELDER
105,30105,30,78,2.6,10,6,0,4,15,0,6,0,0,0,0,0,4,0,0,3,2,BOX ELDER
106,30106,8,22,2.75,10,10,0,0,540,10,0,0,0,0,0,0,0,527,0,2,1,BOX ELDER
107,30107,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
108,30108,65,189,2.4545454545454546,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
109,30109,0,0,0.0,14,0,0,14,14,0,0,0,0,0,14,0,0,0,0,0,0,BOX ELDER
110,30110,2,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
111,30111,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
112,30112,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
113,30113,28,72,2.571428571428572,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,1,BOX ELDER
114,30114,36,97,2.6944444444444446,2,0,2,0,7,0,0,0,2,0,0,0,0,0,0,3,2,BOX ELDER
115,30115,0,0,0.0,60,60,0,0,61,60,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
116,30116,0,0,0.0,40,0,40,0,40,0,0,40,0,0,0,0,0,0,0,0,0,BOX ELDER
117,30117,22,57,2.590909090909091,23,23,0,0,49,22,1,0,0,0,0,0,0,0,0,25,1,BOX ELDER
118,30118,5,13,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
119,30119,24,84,0.0,39,0,0,39,40,0,0,0,0,0,39,0,0,0,0,1,0,BOX ELDER
120,30120,26,66,2.5384615384615383,4,2,0,2,25,2,0,0,0,0,0,0,2,0,0,20,1,BOX ELDER
121,30121,53,136,2.5660377358490565,4,0,2,2,19,0,0,0,2,0,0,0,2,0,9,4,2,BOX ELDER
122,30122,16,44,2.75,2,0,2,0,5,0,0,2,0,0,0,0,0,0,0,2,1,BOX ELDER
123,30123,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
124,30124,104,290,2.575,2,0,0,2,14,0,0,0,0,0,0,0,2,0,0,7,5,BOX ELDER
125,30125,70,182,2.6,75,0,0,75,87,0,0,0,0,14,61,0,0,0,0,7,5,BOX ELDER
126,30126,205,549,2.678048780487805,9,0,8,1,39,0,0,6,2,0,0,1,0,0,0,17,13,BOX ELDER
127,30127,47,145,2.652173913043478,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10,7,BOX ELDER
128,30128,94,243,2.5851063829787235,12,0,10,2,21,0,0,0,10,0,0,0,2,0,0,6,3,BOX ELDER
129,30129,77,200,2.5974025974025974,2,0,0,2,4,0,0,0,0,2,0,0,0,0,0,1,1,BOX ELDER
130,30130,53,141,2.660377358490566,1,0,1,0,12,0,0,1,0,0,0,0,0,0,0,6,5,BOX ELDER
131,30131,128,342,2.671875,3,0,2,1,14,0,0,2,0,0,0,0,1,0,0,6,5,BOX ELDER
132,30132,38,100,2.631578947368421,5,1,4,0,154,1,0,4,0,0,0,0,0,144,0,3,2,BOX ELDER
133,30133,221,593,2.583756345177665,7,0,0,7,32,0,0,0,0,3,0,0,4,0,0,15,10,BOX ELDER
134,30134,2,5,2.5,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0,BOX ELDER
135,30135,7,18,2.571428571428572,7,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,BOX ELDER
136,30136,199,551,2.6685714285714286,44,9,10,25,69,9,0,0,10,11,0,0,14,0,0,15,10,BOX ELDER
137,30137,5,11,2.2,56,0,56,0,57,0,0,0,56,0,0,0,0,0,0,1,0,BOX ELDER
138,30138,196,529,2.5872093023255816,64,0,12,52,97,0,0,12,0,33,0,3,16,0,0,23,10,BOX ELDER
139,30139,71,209,2.6595744680851063,14,0,0,14,56,0,0,0,0,0,14,0,0,0,36,4,2,BOX ELDER
140,30140,4,8,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
141,30141,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
142,30142,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
143,30143,65,166,2.5538461538461537,121,41,80,0,182,41,0,13,67,0,0,0,0,0,0,56,5,BOX ELDER
144,30144,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
145,30145,16,39,2.4375,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,BOX ELDER
146,30146,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
147,30147,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
148,30148,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
149,30149,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
150,30150,514,1802,3.5058365758754864,163,58,5,100,223,29,29,1,4,11,52,10,27,0,0,36,24,BOX ELDER
151,30151,38,132,3.473684210526316,23,0,23,0,26,0,0,23,0,0,0,0,0,0,0,2,1,BOX ELDER
152,30152,4,9,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
153,30153,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
