;TAZID,;CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CO_NAME
37,30037,0,0,0.0,143,0,132,11,143,0,0,0,132,0,0,0,11,0,0,0,0,BOX ELDER
38,30038,0,0,0.0,1404,0,1378,26,1660,0,0,1378,0,0,23,3,0,0,0,256,0,BOX ELDER
39,30039,71,202,2.8450704225352115,145,18,0,127,158,18,0,0,0,0,0,3,124,0,0,9,4,BOX ELDER
40,30040,309,592,2.081159420289855,291,41,23,227,359,39,2,0,23,59,88,26,54,0,0,41,27,BOX ELDER
41,30041,128,267,2.0859375,363,224,0,139,389,224,0,0,0,11,0,24,104,0,0,17,9,BOX ELDER
42,30042,77,161,2.090909090909091,77,0,0,77,90,0,0,0,0,3,0,0,74,0,0,8,5,BOX ELDER
43,30043,191,407,2.3480176211453743,84,0,2,82,119,0,0,0,2,0,42,40,0,0,0,21,14,BOX ELDER
44,30044,99,266,2.735042735042735,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,13,9,BOX ELDER
45,30045,106,288,2.7169811320754715,40,0,0,40,50,0,0,0,0,37,0,3,0,0,0,6,4,BOX ELDER
46,30046,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
47,30047,3,6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
48,30048,10,28,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
49,30049,0,0,0.0,113,107,0,6,117,79,28,0,0,0,3,0,3,0,0,4,0,BOX ELDER
50,30050,4,11,2.75,282,1,56,225,763,1,0,12,44,34,140,47,4,0,0,481,0,BOX ELDER
51,30051,6,15,2.5,91,0,53,38,104,0,0,11,42,26,0,12,0,0,0,13,0,BOX ELDER
52,30052,59,121,2.0508474576271185,1763,0,210,1553,1804,0,0,210,0,0,0,24,1529,0,0,37,4,BOX ELDER
53,30053,266,525,2.038732394366197,1375,339,75,961,1435,301,38,6,69,64,368,62,467,0,0,44,16,BOX ELDER
54,30054,147,408,2.8,652,55,18,579,692,13,42,17,1,93,239,75,172,0,0,27,13,BOX ELDER
55,30055,157,414,2.7979274611398965,235,0,1,234,267,0,0,1,0,3,216,0,15,0,0,21,11,BOX ELDER
56,30056,45,123,2.7333333333333334,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,BOX ELDER
57,30057,61,165,2.7049180327868854,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,5,BOX ELDER
58,30058,0,0,0.0,80,0,80,0,101,0,0,80,0,0,0,0,0,0,0,21,0,BOX ELDER
59,30059,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
60,30060,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
61,30061,303,942,3.108910891089109,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,21,15,BOX ELDER
62,30062,203,616,3.1046025104602517,15,2,0,13,50,2,0,0,0,0,0,0,13,0,0,21,14,BOX ELDER
63,30063,23,56,2.4347826086956523,221,0,0,221,227,0,0,0,0,0,221,0,0,0,0,5,1,BOX ELDER
64,30064,244,758,3.099236641221374,142,72,0,70,180,0,72,0,0,0,0,48,22,0,0,23,15,BOX ELDER
65,30065,287,677,2.486068111455108,76,45,0,31,125,45,0,0,0,0,6,1,24,0,0,29,20,BOX ELDER
66,30066,162,313,1.932098765432099,123,76,0,47,155,55,21,0,0,0,0,8,39,0,0,19,13,BOX ELDER
67,30067,124,321,2.79375,132,89,0,43,160,89,0,0,0,3,0,1,39,0,0,17,11,BOX ELDER
68,30068,201,560,2.7860696517412937,42,0,1,41,75,0,0,0,1,0,0,24,17,0,0,19,14,BOX ELDER
69,30069,34,95,2.794117647058824,22,0,0,22,26,0,0,0,0,0,0,0,22,0,0,3,1,BOX ELDER
70,30070,121,235,1.9421487603305785,24,0,0,24,39,0,0,0,0,8,0,1,15,0,0,9,6,BOX ELDER
71,30071,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
72,30072,91,248,2.770642201834862,87,2,4,81,102,2,0,0,4,0,0,4,77,0,0,9,6,BOX ELDER
73,30073,4,12,3.0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,BOX ELDER
74,30074,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
75,30075,155,483,3.1161290322580646,172,18,0,154,197,5,13,0,0,0,46,93,15,0,0,16,9,BOX ELDER
76,30076,102,318,3.117647058823529,7,0,0,7,20,0,0,0,0,0,0,5,2,0,0,8,5,BOX ELDER
77,30077,73,228,3.098901098901099,789,0,37,752,825,0,0,37,0,1,173,569,9,0,0,26,10,BOX ELDER
78,30078,462,1073,2.4076305220883536,185,104,2,79,266,70,34,0,2,1,0,10,68,0,0,48,33,BOX ELDER
79,30079,48,116,2.4166666666666665,362,169,0,193,379,65,104,0,0,14,63,94,22,0,0,12,5,BOX ELDER
80,30080,171,402,2.412698412698413,282,111,0,171,312,31,80,0,0,23,131,0,17,0,0,19,11,BOX ELDER
81,30081,28,53,1.8928571428571428,167,0,0,167,183,0,0,0,0,0,63,0,104,0,0,11,5,BOX ELDER
82,30082,398,772,1.9396984924623115,401,120,13,268,477,54,66,4,9,48,17,70,133,0,0,47,29,BOX ELDER
83,30083,0,0,0.0,200,188,0,12,203,81,107,0,0,0,0,0,12,0,0,3,0,BOX ELDER
84,30084,0,0,0.0,244,134,4,106,247,93,41,0,4,6,72,13,15,0,0,3,0,BOX ELDER
85,30085,49,146,2.979591836734694,148,3,23,122,157,3,0,0,23,5,0,73,44,0,0,6,3,BOX ELDER
86,30086,1,3,3.0,71,71,0,0,71,46,25,0,0,0,0,0,0,0,0,0,0,BOX ELDER
87,30087,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
88,30088,4,11,2.75,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0,BOX ELDER
89,30089,80,235,2.9375,319,269,11,39,331,3,266,0,11,0,0,0,39,0,0,9,3,BOX ELDER
90,30090,63,187,2.9682539682539684,889,634,19,236,910,546,88,19,0,169,58,0,9,0,0,17,4,BOX ELDER
91,30091,240,712,2.966666666666667,153,0,4,149,190,0,0,0,4,123,0,2,24,0,0,22,15,BOX ELDER
92,30092,250,742,2.968,73,0,10,63,106,0,0,8,2,11,0,20,32,0,0,19,14,BOX ELDER
93,30093,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
94,30094,25,79,3.16,11,0,10,1,15,0,0,0,10,1,0,0,0,0,0,3,1,BOX ELDER
95,30095,294,922,3.136054421768708,129,49,3,77,173,0,49,0,3,5,12,27,33,0,0,26,18,BOX ELDER
96,30096,292,865,2.962328767123288,51,34,0,17,101,17,17,0,0,0,0,10,7,0,0,29,21,BOX ELDER
97,30097,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
98,30098,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
99,30099,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
100,30100,24,63,2.625,2,0,0,2,5,0,0,0,0,0,0,2,0,0,0,2,1,BOX ELDER
101,30101,534,1400,2.621722846441948,120,16,11,93,208,2,14,0,11,5,19,25,44,0,12,44,32,BOX ELDER
102,30102,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
103,30103,265,695,2.6226415094339623,14,0,10,4,48,0,0,0,10,0,0,2,2,0,0,20,14,BOX ELDER
104,30104,80,208,2.6,133,0,2,131,147,0,0,2,0,0,131,0,0,0,0,9,5,BOX ELDER
105,30105,33,81,2.4545454545454546,10,6,0,4,16,0,6,0,0,0,0,0,4,0,0,3,3,BOX ELDER
106,30106,9,23,2.555555555555556,11,11,0,0,538,11,0,0,0,0,0,0,0,524,0,2,1,BOX ELDER
107,30107,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
108,30108,173,514,2.5454545454545454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
109,30109,0,0,0.0,15,0,0,15,15,0,0,0,0,0,15,0,0,0,0,0,0,BOX ELDER
110,30110,3,5,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
111,30111,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
112,30112,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
113,30113,30,75,2.5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,1,BOX ELDER
114,30114,39,100,2.5641025641025643,2,0,2,0,8,0,0,0,2,0,0,0,0,0,0,3,3,BOX ELDER
115,30115,0,0,0.0,63,63,0,0,64,63,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
116,30116,0,0,0.0,43,0,43,0,43,0,0,43,0,0,0,0,0,0,0,0,0,BOX ELDER
117,30117,24,59,2.458333333333333,24,24,0,0,51,23,1,0,0,0,0,0,0,0,0,26,1,BOX ELDER
118,30118,5,13,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
119,30119,72,252,0.0,40,0,0,40,41,0,0,0,0,0,40,0,0,0,0,1,0,BOX ELDER
120,30120,28,68,2.4285714285714284,4,2,0,2,26,2,0,0,0,0,0,0,2,0,0,21,1,BOX ELDER
121,30121,57,140,2.456140350877193,4,0,2,2,21,0,0,0,2,0,0,0,2,0,10,4,3,BOX ELDER
122,30122,18,45,2.5,2,0,2,0,5,0,0,2,0,0,0,0,0,0,0,2,1,BOX ELDER
123,30123,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
124,30124,158,465,2.476744186046512,2,0,0,2,15,0,0,0,0,0,0,0,2,0,0,8,5,BOX ELDER
125,30125,76,188,2.473684210526316,76,0,0,76,89,0,0,0,0,14,62,0,0,0,0,8,5,BOX ELDER
126,30126,221,567,2.565610859728507,10,0,9,1,42,0,0,7,2,0,0,1,0,0,0,18,14,BOX ELDER
127,30127,97,315,2.52,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,8,BOX ELDER
128,30128,101,251,2.485148514851485,13,0,11,2,23,0,0,0,11,0,0,0,2,0,0,6,4,BOX ELDER
129,30129,83,206,2.4819277108433737,2,0,0,2,4,0,0,0,0,2,0,0,0,0,0,1,1,BOX ELDER
130,30130,57,146,2.56140350877193,1,0,1,0,13,0,0,1,0,0,0,0,0,0,0,7,5,BOX ELDER
131,30131,138,353,2.557971014492753,3,0,2,1,14,0,0,2,0,0,0,0,1,0,0,6,5,BOX ELDER
132,30132,40,104,2.6,5,1,4,0,154,1,0,4,0,0,0,0,0,143,0,3,3,BOX ELDER
133,30133,284,778,2.481132075471698,7,0,0,7,34,0,0,0,0,3,0,0,4,0,0,16,11,BOX ELDER
134,30134,3,5,1.6666666666666667,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0,BOX ELDER
135,30135,8,18,2.25,8,0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,BOX ELDER
136,30136,260,735,2.5691489361702127,46,10,11,25,73,10,0,0,11,11,0,0,14,0,0,16,11,BOX ELDER
137,30137,5,12,2.4,60,0,60,0,61,0,0,0,60,0,0,0,0,0,0,1,0,BOX ELDER
138,30138,258,712,2.4731182795698925,67,0,13,54,102,0,0,13,0,34,0,3,17,0,0,24,11,BOX ELDER
139,30139,123,382,2.549019607843137,14,0,0,14,61,0,0,0,0,0,14,0,0,0,40,4,3,BOX ELDER
140,30140,4,9,2.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
141,30141,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
142,30142,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
143,30143,69,172,2.4927536231884058,127,42,85,0,191,42,0,14,71,0,0,0,0,0,0,59,5,BOX ELDER
144,30144,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
145,30145,18,40,2.2222222222222223,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,BOX ELDER
146,30146,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
147,30147,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
148,30148,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
149,30149,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
150,30150,553,1862,3.367088607594937,169,60,5,104,233,31,29,1,4,11,53,11,29,0,0,38,26,BOX ELDER
151,30151,40,136,3.4,25,0,25,0,29,0,0,25,0,0,0,0,0,0,0,3,1,BOX ELDER
152,30152,4,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
153,30153,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
