;TAZID,;CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CO_NAME
48,30048,9,27,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
49,30049,0,0,0.0,108,102,0,6,112,74,28,0,0,0,3,0,3,0,0,4,0,BOX ELDER
50,30050,3,10,3.333333333333333,266,1,51,214,696,1,0,11,40,33,135,42,4,0,0,430,0,BOX ELDER
51,30051,6,14,2.333333333333333,84,0,48,36,95,0,0,10,38,25,0,11,0,0,0,11,0,BOX ELDER
52,30052,53,115,2.169811320754717,1628,0,192,1436,1664,0,0,192,0,0,0,22,1414,0,0,33,3,BOX ELDER
53,30053,255,552,2.164705882352941,1293,322,68,903,1347,283,39,5,63,62,354,56,431,0,0,40,14,BOX ELDER
54,30054,148,441,2.97972972972973,619,55,17,547,654,12,43,16,1,90,230,68,159,0,0,24,11,BOX ELDER
55,30055,173,515,2.976878612716763,226,0,1,225,254,0,0,1,0,3,208,0,14,0,0,18,10,BOX ELDER
56,30056,41,117,2.8536585365853657,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2,BOX ELDER
57,30057,54,158,2.925925925925926,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,5,BOX ELDER
58,30058,0,0,0.0,74,0,74,0,92,0,0,74,0,0,0,0,0,0,0,18,0,BOX ELDER
59,30059,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
60,30060,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
61,30061,272,898,3.301470588235294,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,19,13,BOX ELDER
62,30062,214,708,3.308411214953271,14,2,0,12,44,2,0,0,0,0,0,0,12,0,0,18,12,BOX ELDER
63,30063,20,54,2.7,212,0,0,212,218,0,0,0,0,0,212,0,0,0,0,5,1,BOX ELDER
64,30064,234,775,3.311965811965812,136,73,0,63,170,0,73,0,0,0,0,43,20,0,0,21,13,BOX ELDER
65,30065,290,766,2.641379310344828,70,42,0,28,114,42,0,0,0,0,5,1,22,0,0,26,18,BOX ELDER
66,30066,145,299,2.0620689655172413,116,73,0,43,144,52,21,0,0,0,0,7,36,0,0,17,11,BOX ELDER
67,30067,144,427,2.9652777777777777,123,83,0,40,148,83,0,0,0,3,0,1,36,0,0,15,10,BOX ELDER
68,30068,180,534,2.966666666666667,39,0,1,38,68,0,0,0,1,0,0,22,16,0,0,17,12,BOX ELDER
69,30069,31,91,2.935483870967742,20,0,0,20,24,0,0,0,0,0,0,0,20,0,0,3,1,BOX ELDER
70,30070,109,225,2.0642201834862384,23,0,0,23,37,0,0,0,0,8,0,1,14,0,0,8,6,BOX ELDER
71,30071,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
72,30072,97,289,2.979381443298969,81,2,4,75,95,2,0,0,4,0,0,4,71,0,0,8,6,BOX ELDER
73,30073,3,11,3.6666666666666665,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,BOX ELDER
74,30074,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
75,30075,139,461,3.316546762589928,161,18,0,143,183,5,13,0,0,0,44,85,14,0,0,14,8,BOX ELDER
76,30076,92,303,3.2934782608695654,7,0,0,7,19,0,0,0,0,0,0,5,2,0,0,7,5,BOX ELDER
77,30077,82,269,3.2804878048780486,726,0,34,692,758,0,0,34,0,1,167,516,8,0,0,23,9,BOX ELDER
78,30078,446,1144,2.5650224215246635,174,100,2,72,246,66,34,0,2,1,0,9,62,0,0,43,29,BOX ELDER
79,30079,43,110,2.558139534883721,347,166,0,181,363,61,105,0,0,14,61,86,20,0,0,11,5,BOX ELDER
80,30080,170,435,2.5588235294117645,274,110,0,164,301,29,81,0,0,22,126,0,16,0,0,17,10,BOX ELDER
81,30081,25,50,2.0,157,0,0,157,172,0,0,0,0,0,61,0,96,0,0,10,5,BOX ELDER
82,30082,357,737,2.0644257703081235,378,118,12,248,446,51,67,4,8,46,16,63,123,0,0,42,26,BOX ELDER
83,30083,0,0,0.0,195,184,0,11,198,76,108,0,0,0,0,0,11,0,0,3,0,BOX ELDER
84,30084,0,0,0.0,234,129,4,101,237,87,42,0,4,6,69,12,14,0,0,3,0,BOX ELDER
85,30085,44,139,3.159090909090909,135,3,20,112,142,3,0,0,20,5,0,66,41,0,0,5,2,BOX ELDER
86,30086,1,3,3.0,69,69,0,0,69,43,26,0,0,0,0,0,0,0,0,0,0,BOX ELDER
87,30087,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
88,30088,3,10,3.333333333333333,0,0,0,0,29,0,0,0,0,0,0,0,0,29,0,0,0,BOX ELDER
89,30089,71,225,3.1690140845070425,318,272,10,36,328,3,269,0,10,0,0,0,36,0,0,8,2,BOX ELDER
90,30090,57,178,3.12280701754386,846,600,18,228,864,512,88,18,0,164,56,0,8,0,0,15,3,BOX ELDER
91,30091,215,679,3.158139534883721,148,0,4,144,181,0,0,0,4,120,0,2,22,0,0,20,13,BOX ELDER
92,30092,224,708,3.1607142857142856,67,0,9,58,96,0,0,7,2,11,0,18,29,0,0,17,12,BOX ELDER
93,30093,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
94,30094,23,75,3.260869565217391,10,0,9,1,13,0,0,0,9,1,0,0,0,0,0,2,1,BOX ELDER
95,30095,264,880,3.333333333333333,124,50,3,71,164,0,50,0,3,5,12,24,30,0,0,24,16,BOX ELDER
96,30096,262,825,3.148854961832061,49,33,0,16,94,16,17,0,0,0,0,9,7,0,0,26,19,BOX ELDER
97,30097,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
98,30098,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
99,30099,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
100,30100,22,60,2.727272727272727,2,0,0,2,4,0,0,0,0,0,0,2,0,0,0,1,1,BOX ELDER
101,30101,479,1335,2.7870563674321502,112,16,10,86,192,2,14,0,10,5,18,22,41,0,12,40,28,BOX ELDER
102,30102,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
103,30103,238,663,2.7857142857142856,13,0,9,4,43,0,0,0,9,0,0,2,2,0,0,18,12,BOX ELDER
104,30104,71,199,2.8028169014084505,128,0,2,126,141,0,0,2,0,0,126,0,0,0,0,8,5,BOX ELDER
105,30105,29,77,2.655172413793104,10,6,0,4,15,0,6,0,0,0,0,0,4,0,0,3,2,BOX ELDER
106,30106,8,22,2.75,10,10,0,0,543,10,0,0,0,0,0,0,0,531,0,1,1,BOX ELDER
107,30107,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
108,30108,10,27,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
109,30109,0,0,0.0,14,0,0,14,14,0,0,0,0,0,14,0,0,0,0,0,0,BOX ELDER
110,30110,2,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
111,30111,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
112,30112,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
113,30113,27,71,2.6296296296296298,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,1,BOX ELDER
114,30114,35,96,2.742857142857143,2,0,2,0,7,0,0,0,2,0,0,0,0,0,0,3,2,BOX ELDER
115,30115,0,0,0.0,59,59,0,0,60,59,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
116,30116,0,0,0.0,39,0,39,0,39,0,0,39,0,0,0,0,0,0,0,0,0,BOX ELDER
117,30117,22,57,2.590909090909091,23,23,0,0,48,22,1,0,0,0,0,0,0,0,0,24,1,BOX ELDER
118,30118,5,12,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
119,30119,0,0,0.0,38,0,0,38,39,0,0,0,0,0,38,0,0,0,0,1,0,BOX ELDER
120,30120,25,65,2.6,4,2,0,2,24,2,0,0,0,0,0,0,2,0,0,19,1,BOX ELDER
121,30121,51,134,2.627450980392157,4,0,2,2,19,0,0,0,2,0,0,0,2,0,9,4,2,BOX ELDER
122,30122,16,43,2.6875,2,0,2,0,4,0,0,2,0,0,0,0,0,0,0,1,1,BOX ELDER
123,30123,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
124,30124,77,203,2.636363636363636,2,0,0,2,14,0,0,0,0,0,0,0,2,0,0,7,5,BOX ELDER
125,30125,68,179,2.6323529411764706,74,0,0,74,86,0,0,0,0,14,60,0,0,0,0,7,5,BOX ELDER
126,30126,198,541,2.7323232323232323,9,0,8,1,37,0,0,6,2,0,0,1,0,0,0,16,12,BOX ELDER
127,30127,23,60,2.608695652173913,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,7,BOX ELDER
128,30128,91,239,2.6263736263736264,12,0,10,2,20,0,0,0,10,0,0,0,2,0,0,5,3,BOX ELDER
129,30129,75,197,2.6266666666666665,2,0,0,2,4,0,0,0,0,2,0,0,0,0,0,1,1,BOX ELDER
130,30130,51,139,2.7254901960784315,1,0,1,0,11,0,0,1,0,0,0,0,0,0,0,6,4,BOX ELDER
131,30131,123,337,2.739837398373984,3,0,2,1,12,0,0,2,0,0,0,0,1,0,0,5,4,BOX ELDER
132,30132,36,99,2.75,5,1,4,0,155,1,0,4,0,0,0,0,0,145,0,3,2,BOX ELDER
133,30133,190,502,2.642105263157895,7,0,0,7,31,0,0,0,0,3,0,0,4,0,0,14,10,BOX ELDER
134,30134,2,5,2.5,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0,BOX ELDER
135,30135,7,18,2.571428571428572,7,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,BOX ELDER
136,30136,169,461,2.727810650887574,43,9,10,24,67,9,0,0,10,11,0,0,13,0,0,14,10,BOX ELDER
137,30137,5,11,2.2,54,0,54,0,55,0,0,0,54,0,0,0,0,0,0,1,0,BOX ELDER
138,30138,166,439,2.644578313253012,63,0,11,52,94,0,0,11,0,33,0,3,16,0,0,21,10,BOX ELDER
139,30139,45,124,2.7555555555555555,14,0,0,14,60,0,0,0,0,0,14,0,0,0,40,4,2,BOX ELDER
140,30140,3,8,2.6666666666666665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
141,30141,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
142,30142,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
143,30143,62,164,2.6451612903225805,118,40,78,0,175,40,0,13,65,0,0,0,0,0,0,53,4,BOX ELDER
144,30144,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
145,30145,16,38,2.375,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,BOX ELDER
146,30146,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
147,30147,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
148,30148,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
149,30149,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
150,30150,496,1776,3.5806451612903225,161,58,5,98,218,29,29,1,4,11,51,10,26,0,0,34,23,BOX ELDER
151,30151,36,130,3.611111111111111,23,0,23,0,26,0,0,23,0,0,0,0,0,0,0,2,1,BOX ELDER
152,30152,3,9,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
153,30153,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
